index,CountryCode,SeriesCode,DESCRIPTION,Unnamed: 3
1452,DEU,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1453,DEU,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1454,DEU,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1455,DEU,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1456,DEU,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1457,DEU,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1458,DEU,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1459,DEU,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1460,DEU,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1461,DJI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2015 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement signed in 2008.,
1462,DJI,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
1463,DJI,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014),
1464,DJI,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014),
1465,DJI,IT.CEL.SETS,"Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications.",
1466,DJI,IT.CEL.SETS.P2,"Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications.",
1467,DJI,IT.MLT.MAIN,"Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications.",
1468,DJI,IT.MLT.MAIN.P2,"Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications.",
1469,DJI,IT.NET.BBND,"Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications.",
1470,DJI,IT.NET.BBND.P2,"Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications.",
1471,DJI,IT.NET.USER.ZS,"Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications.",
1472,DJI,SG.NOD.CONS,There is no nondiscrimination provision.,
1473,DJI,SM.POP.NETM,Data sources : United Nations World Population Prospects,
1474,DJI,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ,
1475,DJI,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
1476,DJI,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
1477,DJI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
1478,DJI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
1479,DJI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
1480,DJI,SP.DYN.LE00.IN,Derived using male and female life expectancy,
1481,DJI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
1482,DJI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
1483,DJI,SP.POP.GROW,Data sources: United Nations World Population Prospects,
1484,DJI,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
1485,DMA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2015 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).,
1486,DMA,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
1487,DMA,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014),
1488,DMA,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014),
1489,DMA,IT.CEL.SETS,Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC).,
1490,DMA,IT.CEL.SETS.P2,Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC).,
1491,DMA,IT.MLT.MAIN,Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC).,
1492,DMA,IT.MLT.MAIN.P2,Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC).,
1493,DMA,IT.NET.BBND,Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC).,
1494,DMA,IT.NET.BBND.P2,Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC).,
1495,DMA,IT.NET.USER.ZS,Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC).,
1496,DMA,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
1497,DMA,SP.DYN.AMRT.FE,Data source : World Bank estimate,
1498,DMA,SP.DYN.AMRT.MA,Data source : World Bank estimate,
1499,DMA,SP.DYN.CBRT.IN,Data sources : United Nations Population and Vital Statistics Report,
1500,DMA,SP.DYN.CDRT.IN,Data sources : United Nations Population and Vital Statistics Report,
1501,DMA,SP.DYN.LE00.FE.IN,Data sources : United Nations Population and Vital Statistics Report,
1502,DMA,SP.DYN.LE00.IN,Derived using male and female life expectancy,
1503,DMA,SP.DYN.LE00.MA.IN,Data sources : United Nations Population and Vital Statistics Report,
1504,DMA,SP.DYN.TFRT.IN,Data sources : United Nations Population and Vital Statistics Report,
1505,DMA,SP.POP.GROW,Data sources: United Nations World Population Prospects,
1506,DMA,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
1507,DNK,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
1508,DNK,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1509,DNK,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1510,DNK,IT.CEL.SETS,National IT and Telecom Agency.,
1511,DNK,IT.CEL.SETS.P2,National IT and Telecom Agency.,
1512,DNK,IT.MLT.MAIN,National IT and Telecom Agency.,
1513,DNK,IT.MLT.MAIN.P2,National IT and Telecom Agency.,
1514,DNK,IT.NET.BBND,National IT and Telecom Agency.,
1515,DNK,IT.NET.BBND.P2,National IT and Telecom Agency.,
1516,DNK,IT.NET.USER.ZS,National IT and Telecom Agency.,
1517,DNK,SG.NOD.CONS,There is no nondiscrimination provision.,
1518,DNK,SM.POP.NETM,Data sources : United Nations World Population Prospects,
1519,DNK,SM.POP.REFG,UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year.,
1520,DNK,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
1521,DNK,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
1522,DNK,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
1523,DNK,SP.DYN.CBRT.IN,Data sources : Eurostat,
1524,DNK,SP.DYN.CDRT.IN,Data sources : Eurostat,
1525,DNK,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistics Denmark",
1526,DNK,SP.DYN.LE00.IN,Derived using male and female life expectancy,
1527,DNK,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistics Denmark",
1528,DNK,SP.DYN.TFRT.IN,Data sources : Eurostat,
1529,DNK,SP.POP.GROW,Data sources : Eurostat,
1530,DNK,SP.POP.TOTL,Data sources : Eurostat,
1531,DNK,TM.TAX.MANF.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1532,DNK,TM.TAX.MANF.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1533,DNK,TM.TAX.MANF.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1534,DNK,TM.TAX.MANF.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1535,DNK,TM.TAX.MANF.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1536,DNK,TM.TAX.MANF.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1537,DNK,TM.TAX.MANF.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1538,DNK,TM.TAX.MANF.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1539,DNK,TM.TAX.MRCH.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1540,DNK,TM.TAX.MRCH.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1541,DNK,TM.TAX.MRCH.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1542,DNK,TM.TAX.MRCH.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1543,DNK,TM.TAX.MRCH.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1544,DNK,TM.TAX.MRCH.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1545,DNK,TM.TAX.MRCH.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1546,DNK,TM.TAX.MRCH.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1547,DNK,TM.TAX.TCOM.BC.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1548,DNK,TM.TAX.TCOM.BR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1549,DNK,TM.TAX.TCOM.IP.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1550,DNK,TM.TAX.TCOM.SM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1551,DNK,TM.TAX.TCOM.SM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1552,DNK,TM.TAX.TCOM.SR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1553,DNK,TM.TAX.TCOM.WM.AR.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1554,DNK,TM.TAX.TCOM.WM.FN.ZS,European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.,
1555,DOM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2015 are based on reports provided by the country. Short-term debt for 2015 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement signed in 2005.,
1556,DOM,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
1557,DOM,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1558,DOM,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1559,DOM,IT.CEL.SETS,Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).,
1560,DOM,IT.CEL.SETS.P2,Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).,
1561,DOM,IT.MLT.MAIN,Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).,
1562,DOM,IT.MLT.MAIN.P2,Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).,
1563,DOM,IT.NET.BBND,Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).,
1564,DOM,IT.NET.BBND.P2,Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).,
1565,DOM,IT.NET.USER.ZS,Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).,
1566,DOM,SM.POP.NETM,Data sources : United Nations World Population Prospects,
1567,DOM,SM.POP.TOTL,Estimates are derived from data on foreign-born population. ,
1568,DOM,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
1569,DOM,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
1570,DOM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
1571,DOM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
1572,DOM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
1573,DOM,SP.DYN.LE00.IN,Derived using male and female life expectancy,
1574,DOM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
1575,DOM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
1576,DOM,SP.POP.GROW,Data sources: United Nations World Population Prospects,
1577,DOM,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
1578,DZA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2015 are based on reports provided by the country. Short-term debt data for 2015 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).,
1579,DZA,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
1580,DZA,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1581,DZA,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1582,DZA,IT.CEL.SETS,Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).,
1583,DZA,IT.CEL.SETS.P2,Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).,
1584,DZA,IT.MLT.MAIN,Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).,
1585,DZA,IT.MLT.MAIN.P2,Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).,
1586,DZA,IT.NET.BBND,Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).,
1587,DZA,IT.NET.BBND.P2,Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).,
1588,DZA,IT.NET.USER.ZS,Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).,
1589,DZA,SM.POP.NETM,Data sources : United Nations World Population Prospects,
1590,DZA,SM.POP.REFG,"According to the Government of Algeria, there are an estimated 165,000 Sahrawi refugees in the Tindouf camps.",
1591,DZA,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ,
1592,DZA,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
1593,DZA,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
1594,DZA,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
1595,DZA,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
1596,DZA,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
1597,DZA,SP.DYN.LE00.IN,Derived using male and female life expectancy,
1598,DZA,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
1599,DZA,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
1600,DZA,SP.POP.GROW,Data sources: United Nations World Population Prospects,
1601,DZA,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
1602,ECU,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteeddebt data for 2015 are based on reports provided by the country. Short-term debt data for 2015 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).,
1603,ECU,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
1604,ECU,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1605,ECU,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1606,ECU,IT.CEL.SETS,Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.,
1607,ECU,IT.CEL.SETS.P2,Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.,
1608,ECU,IT.MLT.MAIN,Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.,
1609,ECU,IT.MLT.MAIN.P2,Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.,
1610,ECU,IT.NET.BBND,Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.,
1611,ECU,IT.NET.BBND.P2,Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.,
1612,ECU,IT.NET.USER.ZS,Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.,
1613,ECU,PA.NUS.FCRF,Data are reported in sucres.,
1614,ECU,SM.POP.NETM,Data sources : United Nations World Population Prospects,
1615,ECU,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ,
1616,ECU,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
1617,ECU,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
1618,ECU,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
1619,ECU,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
1620,ECU,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
1621,ECU,SP.DYN.LE00.IN,Derived using male and female life expectancy,
1622,ECU,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
1623,ECU,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
1624,ECU,SP.POP.GROW,Data sources: United Nations World Population Prospects,
1625,ECU,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
1626,EGY,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2015 are based on reports provided by the country. Short-term debt data for 2015 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).,
1627,EGY,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
1628,EGY,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1629,EGY,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1630,EGY,IT.CEL.SETS,Telecom Egypt. From 2003: Ministry of Communications and Information Technology.,
1631,EGY,IT.CEL.SETS.P2,Telecom Egypt. From 2003: Ministry of Communications and Information Technology.,
1632,EGY,IT.MLT.MAIN,Telecom Egypt. From 2003: Ministry of Communications and Information Technology.,
1633,EGY,IT.MLT.MAIN.P2,Telecom Egypt. From 2003: Ministry of Communications and Information Technology.,
1634,EGY,IT.NET.BBND,Telecom Egypt. From 2003: Ministry of Communications and Information Technology.,
1635,EGY,IT.NET.BBND.P2,Telecom Egypt. From 2003: Ministry of Communications and Information Technology.,
1636,EGY,IT.NET.USER.ZS,Telecom Egypt. From 2003: Ministry of Communications and Information Technology.,
1637,EGY,SG.GEN.PARL.ZS,Figures correspond to the results of elections to the Lower House completed in January 2012. Elections to the Upper House will be completed in early 2012.,
1638,EGY,SM.POP.NETM,Data sources : United Nations World Population Prospects,
1639,EGY,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ,
1640,EGY,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects,
1641,EGY,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects,
1642,EGY,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects,
1643,EGY,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects,
1644,EGY,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects,
1645,EGY,SP.DYN.LE00.IN,Derived using male and female life expectancy,
1646,EGY,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects,
1647,EGY,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects,
1648,EGY,SP.POP.GROW,Data sources: United Nations World Population Prospects,
1649,EGY,SP.POP.TOTL,Data sources : United Nations World Population Prospects,
1650,ERI,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data from 2010 are World Bank staff estimates. Long-term private nonguaranteed debt data are not available. Short-term debt for 2015 is based on data from the BIS.,
1651,ERI,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
1652,ERI,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1653,ERI,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)",
1654,ERI,IT.CEL.SETS,Eritrea Telecommunication Services Corporation (Eritel).,
1655,ERI,IT.CEL.SETS.P2,Eritrea Telecommunication Services Corporation (Eritel).,
1656,ERI,IT.MLT.MAIN,Eritrea Telecommunication Services Corporation (Eritel).,
1657,ERI,IT.MLT.MAIN.P2,Eritrea Telecommunication Services Corporation (Eritel).,
1658,ERI,IT.NET.BBND,Eritrea Telecommunication Services Corporation (Eritel).,
1659,ERI,IT.NET.BBND.P2,Eritrea Telecommunication Services Corporation (Eritel).,
1660,ERI,IT.NET.USER.ZS,Eritrea Telecommunication Services Corporation (Eritel).,
1661,ERI,NE.CON.PRVT.PP.CD,Estimates are based on regression.,
1662,ERI,NE.CON.PRVT.PP.KD,Estimates are based on regression.,
1663,ERI,NY.GDP.MKTP.PP.CD,Estimates are based on regression.,
1664,ERI,NY.GDP.MKTP.PP.KD,Estimates are based on regression.,
1665,ERI,NY.GDP.PCAP.PP.CD,Estimates are based on regression.,
1666,ERI,NY.GDP.PCAP.PP.KD,Estimates are based on regression.,
1667,ERI,NY.GNP.MKTP.PP.CD,Estimates are based on regression.,
1668,ERI,NY.GNP.MKTP.PP.KD,Estimates are based on regression.,
1669,ERI,NY.GNP.PCAP.PP.CD,Estimates are based on regression.,
1670,ERI,NY.GNP.PCAP.PP.KD,Estimates are based on regression.,
1671,ERI,PA.NUS.PPP,Estimates are based on regression.,
1672,ERI,PA.NUS.PPPC.RF,Estimates are based on regression.,
1673,ERI,PA.NUS.PRVT.PP,Estimates are based on regression.,
1674,ERI,SH.XPD.EXTR.ZS,Some estimates should be viewed with caution as these are derived from scarce data.,
1675,ERI,SH.XPD.OOPC.TO.ZS,Some estimates should be viewed with caution as these are derived from scarce data.,
1676,ERI,SH.XPD.OOPC.ZS,Some estimates should be viewed with caution as these are derived from scarce data.,
1677,ERI,SH.XPD.PCAP,Some estimates should be viewed with caution as these are derived from scarce data.,
1678,ERI,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.,
1679,ERI,SH.XPD.PRIV.ZS,Some estimates should be viewed with caution as these are derived from scarce data.,
1680,ERI,SH.XPD.PUBL,Some estimates should be viewed with caution as these are derived from scarce data.,
1681,ERI,SH.XPD.PUBL.GX.ZS,Some estimates should be viewed with caution as these are derived from scarce data.,
1682,ERI,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.,
1683,ERI,SH.XPD.TOTL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.,
1684,ERI,SM.POP.NETM,Data sources : United Nations World Population Prospects,
1685,ERI,SM.POP.TOTL,Estimates are imputed using model estimates. ,
